X,Y,Label
1616,810,I7
2192,-166,I7
1078,720,I7
-104,2019,I7
650,1683,I7
1961,356,I7
1785,310,I7
408,1506,I7
74,2171,I7
1235,1162,I7
2012,-56,I7
1168,602,I7
-107,1898,I7
464,1869,I7
1788,524,I7
1961,56,I7
595,1122,I7
-94,2055,I7
958,1306,I7
2039,-6,I7
1429,494,I7
60,1837,I7
308,2126,I7
1682,742,I7
2114,-73,I7
802,941,I7
-172,2153,I7
795,1611,I7
2150,206,I7
1782,359,I7
400,1643,I7
309,2145,I7
1586,933,I7
2205,-138,I7
1173,680,I7
-50,1985,I7
664,1724,I7
1962,380,I7
1874,203,I7
500,1371,I7
71,2103,I7
1231,1123,I7
2095,-132,I7
1329,508,I7
23,1826,I7
546,1887,I7
1882,519,I7
2127,-35,I7
748,1048,I7
-15,2050,I7
1021,1345,I7
2165,50,I7
1632,429,I7
250,1743,I7
392,2102,I7
1680,766,I7
2146,-106,I7
935,831,I7
-125,2078,I7
712,1649,I7
2000,314,I7
1749,334,I7
390,1579,I7
184,2158,I7
1394,1061,I7
2120,-99,I7
1164,650,I7
-90,1939,I7
509,1775,I7
1847,416,I7
1943,71,I7
560,1243,I7
-26,2087,I7
1096,1205,I7
2083,-95,I7
1388,477,I7
46,1808,I7
457,2022,I7
1842,647,I7
2173,-39,I7
787,1004,I7
-85,2086,I7
939,1456,I7
2169,106,I7
1728,372,I7
355,1681,I7
410,2101,I7
1574,834,I7
2117,-137,I7
1005,694,I7
-166,1994,I7
566,1666,I7
1793,334,I7
1643,259,I7
282,1405,I7
-64,2062,I7
1116,1043,I7
2006,-198,I7
1192,461,I7
-75,1784,I7
476,1761,I7
1813,419,I7
2040,-58,I7
675,1052,I7
-12,2037,I7
1079,1276,I7
2142,-19,I7
1568,428,I7
186,1723,I7
415,2042,I7
1744,690,I7
2181,-137,I7
940,840,I7
-63,2036,I7
830,1535,I7
2130,173,I7
1820,272,I7
434,1548,I7
323,2103,I7
1536,957,I7
2213,-161,I7
1223,632,I7
-42,1941,I7
624,1722,I7
1945,380,I7
1926,151,I7
551,1318,I7
41,2105,I7
1178,1169,I7
2116,-135,I7
1395,472,I7
67,1784,I7
527,1937,I7
1867,577,I7
2142,-48,I7
746,1018,I7
-82,2066,I7
953,1402,I7
2122,73,I7
1603,424,I7
171,1755,I7
286,2146,I7
1591,800,I7
2104,-132,I7
932,795,I7
-182,2081,I7
639,1666,I7
1970,297,I7
1739,302,I7
389,1546,I7
176,2143,I7
1371,1058,I7
2113,-136,I7
1193,569,I7
-76,1863,I7
543,1726,I7
1887,387,I7
1990,33,I7
602,1172,I7
-13,2027,I7
1101,1169,I7
2108,-145,I7
1462,404,I7
136,1746,I7
434,1993,I7
1762,636,I7
2109,-97,I7
764,907,I7
-132,2028,I7
823,1459,I7
2074,145,I7
1666,380,I7
280,1645,I7
229,2109,I7
1520,875,I7
2126,-149,I7
1081,675,I7
-122,1967,I7
592,1700,I7
1880,378,I7
1793,216,I7
465,1364,I7
70,2090,I7
1213,1113,I7
2065,-128,I7
1269,502,I7
-43,1796,I7
476,1852,I7
1804,495,I7
2045,-55,I7
676,1008,I7
-104,2024,I7
918,1337,I7
2072,52,I7
1559,458,I7
190,1754,I7
347,2122,I7
1640,802,I7
2112,-74,I7
902,862,I7
-180,2132,I7
664,1694,I7
1976,326,I7
1735,338,I7
349,1550,I7
148,2143,I7
1365,1051,I7
2101,-148,I7
1186,531,I7
-41,1788,I7
577,1642,I7
1884,321,I7
1977,-40,I7
628,1052,I7
41,1910,I7
1153,1054,I7
2138,-268,I7
1490,259,I7
171,1572,I7
470,1821,I7
1781,434,I7
2146,-363,I7
830,585,I7
-99,1743,I7
836,1119,I7
2089,-323,I7
1727,-193,I7
371,1011,I7
276,1519,I7
1538,195,I7
2147,-987,I7
1126,-268,I7
-87,1030,I7
592,674,I7
1907,-841,I7
1847,-1096,I7
505,20,I7
73,843,I7
1283,-276,I7
2161,-1656,I7
1401,-1032,I7
90,372,I7
581,444,I7
1969,-1062,I7
2204,-1575,I7
807,-389,I7
-8,777,I7
1032,60,I7
2151,-1138,I7
1625,-541,I7
243,932,I7
375,1365,I7
1686,26,I7
2137,-727,I7
925,322,I7
-159,1690,I7
704,1140,I7
2030,-436,I7
1790,-552,I7
402,610,I7
195,1228,I7
1425,-54,I7
2152,-1405,I7
1194,-745,I7
-71,612,I7
562,307,I7
1938,-1260,I7
2005,-1628,I7
607,-456,I7
33,487,I7
1170,-602,I7
2141,-2067,I7
1473,-1506,I7
150,-97,I7
532,135,I7
1889,-1365,I7
2168,-2021,I7
820,-939,I7
-77,323,I7
897,-421,I7
2110,-1848,I7
1707,-1502,I7
363,-96,I7
362,451,I7
1629,-1028,I7
2181,-2034,I7
1129,-1120,I7
-65,302,I7
657,-85,I7
1949,-1536,I7
1881,-1628,I7
568,-388,I7
120,429,I7
1260,-702,I7
2090,-1986,I7
1353,-1328,I7
83,67,I7
578,122,I7
1940,-1383,I7
2159,-1933,I7
808,-793,I7
-10,369,I7
1039,-468,I7
2181,-1907,I7
1729,-1496,I7
398,-104,I7
443,359,I7
1695,-1053,I7
2148,-1964,I7
1093,-1065,I7
-43,252,I7
664,-151,I7
1879,-1507,I7
1789,-1544,I7
543,-350,I7
169,412,I7
1293,-728,I7
2090,-1990,I7
1363,-1352,I7
109,14,I7
598,100,I7
1940,-1361,I7
2137,-1934,I7
824,-812,I7
-5,356,I7
1020,-487,I7
2173,-1927,I7
1712,-1509,I7
362,-98,I7
417,381,I7
1726,-1112,I7
2208,-2037,I7
1110,-1068,I7
-54,333,I7
708,-112,I7
1954,-1516,I7
1828,-1511,I7
539,-272,I7
168,485,I7
1326,-692,I7
2086,-1935,I7
1306,-1251,I7
47,117,I7
590,76,I7
1925,-1419,I7
2095,-1900,I7
744,-746,I7
-33,372,I7
1023,-514,I7
2118,-1943,I7
1629,-1466,I7
287,-76,I7
419,351,I7
1731,-1133,I7
2161,-1955,I7
998,-949,I7
-87,470,I7
772,-25,I7
2084,-1306,I7
1848,-1006,I7
488,397,I7
245,1114,I7
1457,41,I7
2169,-893,I7
1253,77,I7
-40,1573,I7
616,1418,I7
1939,138,I7
2018,-69,I7
631,1128,I7
3,2050,I7
1147,1167,I7
2161,-158,I7
1491,405,I7
123,1754,I7
472,1980,I7
1799,629,I7
2145,-65,I7
776,952,I7
-128,2060,I7
846,1464,I7
2066,154,I7
1660,421,I7
278,1720,I7
305,2163,I7
1568,893,I7
2145,-99,I7
1042,764,I7
-141,2057,I7
613,1741,I7
1919,395,I7
1783,282,I7
388,1463,I7
46,2149,I7
1218,1129,I7
2063,-110,I7
1219,537,I7
-64,1821,I7
509,1819,I7
1860,472,I7
2055,-13,I7
653,1092,I7
-49,2043,I7
1007,1260,I7
2093,-34,I7
1491,433,I7
138,1746,I7
373,2067,I7
1691,709,I7
2114,-131,I7
862,834,I7
-119,2034,I7
778,1523,I7
2082,194,I7
1774,291,I7
429,1530,I7
286,2072,I7
1527,861,I7
2188,-333,I7
1179,370,I7
-86,1654,I7
556,1369,I7
1907,-112,I7
1881,-499,I7
508,579,I7
-13,1382,I7
1150,348,I7
2061,-1105,I7
1340,-613,I7
25,714,I7
473,805,I7
1890,-775,I7
2144,-1510,I7
765,-478,I7
-81,660,I7
979,-189,I7
2156,-1695,I7
1659,-1313,I7
280,107,I7
370,579,I7
1696,-908,I7
2158,-1854,I7
1013,-926,I7
-112,486,I7
675,-38,I7
1979,-1561,I7
1795,-1624,I7
484,-426,I7
165,281,I7
1351,-983,I7
2095,-2287,I7
1263,-1590,I7
6,-194,I7
587,-340,I7
1932,-1828,I7
2035,-2211,I7
717,-1023,I7
-7,59,I7
1087,-901,I7
2136,-2326,I7
1594,-1771,I7
258,-337,I7
463,65,I7
1793,-1429,I7
2188,-2229,I7
980,-1198,I7
-74,217,I7
791,-380,I7
2058,-1840,I7
1814,-1692,I7
484,-360,I7
262,320,I7
1473,-1012,I7
2126,-2209,I7
1224,-1445,I7
-2,-55,I7
636,-330,I7
1982,-1833,I7
2038,-2148,I7
723,-933,I7
96,59,I7
1246,-990,I7
2231,-2406,I7
1613,-1792,I7
282,-339,I7
576,-4,I7
1909,-1520,I7
2230,-2240,I7
931,-1135,I7
-51,191,I7
881,-513,I7
2120,-1960,I7
1803,-1706,I7
454,-331,I7
382,265,I7
1621,-1172,I7
2207,-2256,I7
1226,-1399,I7
37,-1,I7
720,-381,I7
2052,-1885,I7
1999,-2063,I7
663,-793,I7
152,110,I7
1280,-1020,I7
2180,-2369,I7
1481,-1737,I7
199,-312,I7
589,-81,I7
1898,-1532,I7
2131,-2137,I7
859,-1056,I7
-23,167,I7
924,-580,I7
2101,-2000,I7
1746,-1676,I7
448,-300,I7
417,237,I7
1649,-1232,I7
2199,-2266,I7
1185,-1387,I7
10,5,I7
733,-417,I7
2050,-1922,I7
1979,-2025,I7
627,-753,I7
160,114,I7
1295,-1048,I7
2161,-2367,I7
1448,-1722,I7
176,-303,I7
582,-136,I7
1860,-1550,I7
2075,-2102,I7
830,-1048,I7
-1,143,I7
935,-600,I7
2093,-1976,I7
1707,-1628,I7
422,-273,I7
374,241,I7
1624,-1220,I7
2158,-2263,I7
1147,-1391,I7
-57,11,I7
632,-364,I7
1925,-1762,I7
1856,-1738,I7
570,-403,I7
101,461,I7
1262,-492,I7
2109,-1452,I7
1394,-540,I7
109,944,I7
560,1140,I7
1860,-61,I7
2094,-390,I7
760,803,I7
-85,1909,I7
954,1243,I7
2127,-46,I7
1628,334,I7
205,1698,I7
286,2146,I7
1616,805,I7
2166,-130,I7
999,794,I7
-150,2116,I7
663,1706,I7
1979,354,I7
1750,353,I7
383,1552,I7
139,2155,I7
1331,1089,I7
2071,-112,I7
1180,593,I7
-79,1895,I7
510,1757,I7
1851,422,I7
1962,31,I7
591,1138,I7
-25,2016,I7
1084,1182,I7
2107,-102,I7
1486,439,I7
142,1756,I7
464,1999,I7
1798,654,I7
2161,-97,I7
839,903,I7
-76,2040,I7
877,1455,I7
2150,97,I7
1748,275,I7
331,1545,I7
301,2036,I7
1572,729,I7
2201,-403,I7
1121,359,I7
-114,1682,I7
601,1285,I7
1928,-289,I7
1808,-634,I7
469,457,I7
79,1188,I7
1230,52,I7
2064,-1375,I7
1244,-808,I7
-50,565,I7
519,495,I7
1918,-1047,I7
2121,-1559,I7
738,-398,I7
-38,680,I7
1023,-229,I7
2137,-1725,I7
1587,-1275,I7
261,87,I7
448,448,I7
1743,-1032,I7
2144,-1859,I7
961,-900,I7
-99,476,I7
762,-113,I7
2074,-1580,I7
1829,-1452,I7
512,-136,I7
271,549,I7
1480,-748,I7
2172,-1949,I7
1259,-1182,I7
2,228,I7
662,-25,I7
1992,-1505,I7
2046,-1796,I7
687,-578,I7
54,391,I7
1196,-648,I7
2175,-2063,I7
1527,-1460,I7
208,-32,I7
505,270,I7
1839,-1228,I7
2165,-1939,I7
869,-867,I7
-68,418,I7
875,-270,I7
2120,-1698,I7
1776,-1424,I7
463,-73,I7
351,497,I7
1632,-934,I7
2203,-2004,I7
1187,-1121,I7
-24,286,I7
661,-73,I7
1993,-1562,I7
1915,-1707,I7
570,-441,I7
80,443,I7
1269,-690,I7
2131,-2027,I7
1422,-1380,I7
141,19,I7
579,171,I7
1917,-1301,I7
2140,-1898,I7
845,-813,I7
7,357,I7
1002,-455,I7
2158,-1877,I7
1741,-1484,I7
395,-96,I7
435,400,I7
1715,-1091,I7
2233,-2069,I7
1148,-1116,I7
-33,291,I7
705,-137,I7
1977,-1553,I7
1860,-1606,I7
538,-352,I7
136,434,I7
1268,-726,I7
2058,-1984,I7
1297,-1299,I7
53,65,I7
570,80,I7
1928,-1413,I7
2112,-1915,I7
767,-739,I7
-18,382,I7
1026,-481,I7
2149,-1906,I7
1668,-1458,I7
343,-76,I7
442,380,I7
1731,-1043,I7
2162,-1793,I7
1048,-712,I7
-64,681,I7
721,309,I7
2004,-831,I7
1802,-510,I7
436,932,I7
158,1675,I7
1366,611,I7
2114,-394,I7
1215,482,I7
-95,1877,I7
527,1801,I7
1889,436,I7
2018,33,I7
636,1161,I7
-4,2059,I7
1083,1215,I7
2105,-97,I7
1465,436,I7
99,1758,I7
440,2014,I7
1784,633,I7
2160,-102,I7
823,911,I7
-132,2046,I7
807,1477,I7
2084,166,I7
1700,372,I7
327,1647,I7
305,2121,I7
1535,885,I7
2143,-122,I7
1096,706,I7
-128,2006,I7
601,1725,I7
1914,398,I7
1814,243,I7
443,1431,I7
40,2157,I7
1208,1180,I7
2062,-66,I7
1256,539,I7
-51,1843,I7
501,1884,I7
1865,505,I7
2101,-23,I7
690,1061,I7
-50,2043,I7
1022,1300,I7
2141,-24,I7
1587,423,I7
223,1756,I7
400,2095,I7
1702,742,I7
2149,-111,I7
924,828,I7
-97,2053,I7
792,1548,I7
2084,179,I7
1788,232,I7
385,1449,I7
244,2015,I7
1487,812,I7
2193,-424,I7
1203,277,I7
-75,1565,I7
600,1280,I7
1917,-270,I7
1939,-746,I7
585,298,I7
47,1116,I7
1157,54,I7
2093,-1455,I7
1378,-985,I7
59,344,I7
491,486,I7
1855,-1076,I7
2145,-1759,I7
794,-674,I7
-92,530,I7
946,-281,I7
2148,-1792,I7
1715,-1461,I7
385,-75,I7
439,407,I7
1729,-1077,I7
2221,-2039,I7
1149,-1120,I7
-38,264,I7
725,-180,I7
2011,-1614,I7
1894,-1653,I7
590,-390,I7
204,397,I7
1339,-778,I7
2120,-2044,I7
1357,-1372,I7
88,11,I7
635,0,I7
2013,-1528,I7
2182,-2017,I7
802,-790,I7
17,327,I7
1103,-615,I7
2223,-2098,I7
1698,-1617,I7
309,-148,I7
447,288,I7
1769,-1211,I7
2163,-2037,I7
1012,-1049,I7
-56,290,I7
750,-239,I7
1980,-1622,I7
1784,-1502,I7
476,-205,I7
217,463,I7
1394,-790,I7
2093,-2022,I7
1245,-1285,I7
-8,94,I7
616,-75,I7
1969,-1582,I7
2084,-1964,I7
743,-755,I7
63,272,I7
1180,-720,I7
2206,-2165,I7
1596,-1575,I7
245,-119,I7
497,247,I7
1807,-1230,I7
2169,-1982,I7
951,-950,I7
-51,379,I7
825,-252,I7
2087,-1674,I7
1815,-1471,I7
506,-139,I7
361,467,I7
1568,-873,I7
2198,-2031,I7
1281,-1242,I7
57,132,I7
660,-126,I7
1980,-1558,I7
2013,-1826,I7
692,-623,I7
102,313,I7
1175,-699,I7
2122,-2048,I7
1536,-1482,I7
258,-106,I7
504,194,I7
1800,-1232,I7
2116,-1947,I7
908,-958,I7
-54,335,I7
822,-252,I7
2040,-1561,I7
1769,-1265,I7
473,131,I7
307,755,I7
1526,-385,I7
2165,-1245,I7
1261,-239,I7
21,1219,I7
663,1065,I7
1944,-117,I7
1997,-186,I7
681,1047,I7
77,1935,I7
1155,1117,I7
2134,-105,I7
1530,409,I7
206,1667,I7
529,1903,I7
1788,617,I7
2139,-108,I7
859,831,I7
-95,1992,I7
803,1475,I7
2081,159,I7
1735,347,I7
375,1629,I7
288,2143,I7
1509,952,I7
2163,-155,I7
1154,620,I7
-77,1925,I7
612,1695,I7
1940,356,I7
1880,142,I7
539,1284,I7
59,2032,I7
1192,1102,I7
2097,-147,I7
1378,459,I7
72,1781,I7
534,1927,I7
1849,571,I7
2108,-28,I7
741,1012,I7
-82,2046,I7
909,1398,I7
2090,83,I7
1599,409,I7
213,1725,I7
312,2124,I7
1588,770,I7
2126,-183,I7
965,668,I7
-153,1965,I7
646,1529,I7
1977,27,I7
1744,-125,I7
351,1057,I7
