X,Y,Label
2091,-46,I10
822,896,I10
-132,2092,I10
738,1620,I10
1993,296,I10
1712,387,I10
378,1617,I10
218,2153,I10
1426,1027,I10
2113,-96,I10
1138,627,I10
-61,1902,I10
563,1707,I10
1838,390,I10
1884,101,I10
538,1210,I10
-5,2023,I10
1128,1141,I10
2085,-145,I10
1416,423,I10
113,1723,I10
459,1912,I10
1761,591,I10
2103,-90,I10
777,886,I10
-111,2002,I10
850,1408,I10
2073,101,I10
1660,354,I10
311,1598,I10
301,2060,I10
1569,827,I10
2160,-170,I10
1102,645,I10
-100,1930,I10
600,1661,I10
1858,379,I10
1779,232,I10
471,1363,I10
51,2083,I10
1174,1144,I10
2029,-57,I10
1286,552,I10
10,1811,I10
515,1913,I10
1821,578,I10
2074,-8,I10
704,1053,I10
-83,2082,I10
912,1393,I10
2079,67,I10
1586,398,I10
198,1688,I10
314,2085,I10
1603,759,I10
2111,-139,I10
954,760,I10
-148,2035,I10
648,1661,I10
1945,371,I10
1741,361,I10
397,1537,I10
148,2151,I10
1304,1132,I10
2059,-51,I10
1189,617,I10
-58,1890,I10
500,1788,I10
1798,473,I10
1942,43,I10
603,1114,I10
-46,2042,I10
1010,1262,I10
2071,-42,I10
1483,427,I10
146,1715,I10
405,2005,I10
1736,688,I10
2150,-114,I10
912,803,I10
-81,2008,I10
790,1515,I10
2075,199,I10
1763,320,I10
402,1572,I10
266,2119,I10
1483,964,I10
2145,-149,I10
1151,599,I10
-111,1906,I10
519,1709,I10
1834,399,I10
1849,116,I10
527,1229,I10
-1,2023,I10
1140,1136,I10
2070,-97,I10
1365,492,I10
84,1806,I10
533,1990,I10
1882,637,I10
2181,-24,I10
806,1039,I10
-68,2130,I10
967,1490,I10
2167,155,I10
1703,429,I10
327,1721,I10
369,2150,I10
1635,852,I10
2194,-82,I10
1046,809,I10
-94,2098,I10
690,1722,I10
2002,379,I10
1803,345,I10
423,1554,I10
137,2206,I10
1317,1165,I10
2102,-57,I10
1244,609,I10
-15,1894,I10
562,1813,I10
1878,504,I10
2008,85,I10
645,1158,I10
8,2063,I10
1091,1253,I10
2143,-42,I10
1531,459,I10
165,1765,I10
457,2053,I10
1761,730,I10
2168,-77,I10
878,889,I10
-63,2071,I10
854,1546,I10
2128,229,I10
1790,383,I10
414,1654,I10
362,2166,I10
1567,982,I10
2225,-106,I10
1219,685,I10
-6,1975,I10
656,1722,I10
1962,381,I10
1880,178,I10
514,1313,I10
56,2062,I10
1167,1127,I10
2077,-126,I10
1348,461,I10
34,1750,I10
494,1895,I10
1829,555,I10
2088,-43,I10
743,993,I10
-75,2040,I10
951,1353,I10
2117,26,I10
1604,365,I10
183,1683,I10
294,2096,I10
1603,759,I10
2109,-150,I10
960,770,I10
-138,2062,I10
676,1662,I10
1977,355,I10
1766,362,I10
434,1572,I10
195,2183,I10
1357,1128,I10
2105,-73,I10
1218,628,I10
-51,1906,I10
523,1776,I10
1856,433,I10
1974,33,I10
586,1149,I10
-52,2038,I10
1050,1208,I10
2095,-106,I10
1483,436,I10
149,1735,I10
414,2001,I10
1740,661,I10
2114,-88,I10
798,884,I10
-119,2024,I10
816,1488,I10
2095,181,I10
1758,365,I10
390,1603,I10
298,2104,I10
1550,925,I10
2185,-131,I10
1156,665,I10
-51,1962,I10
625,1691,I10
1898,370,I10
1860,165,I10
505,1302,I10
55,2060,I10
1186,1117,I10
