X,Y,Label
1941,415,I9
1752,399,I9
441,1559,I9
200,2170,I9
1337,1173,I9
2097,11,I9
1290,637,I9
81,1851,I9
626,1809,I9
1871,554,I9
2011,96,I9
729,1113,I9
54,2039,I9
1027,1371,I9
2104,134,I9
1646,516,I9
375,1743,I9
478,2074,I9
1659,857,I9
2120,-20,I9
1010,822,I9
-65,2008,I9
659,1704,I9
1872,475,I9
1754,398,I9
479,1500,I9
130,2147,I9
1230,1204,I9
2045,36,I9
1302,648,I9
110,1834,I9
577,1906,I9
1806,668,I9
2003,100,I9
762,1051,I9
-4,2049,I9
922,1447,I9
2075,211,I9
1685,506,I9
395,1706,I9
433,2112,I9
1634,900,I9
2181,-83,I9
1160,713,I9
-9,1947,I9
684,1670,I9
1927,393,I9
1848,244,I9
531,1344,I9
132,2049,I9
1192,1154,I9
2070,-15,I9
1390,534,I9
140,1760,I9
566,1885,I9
1798,663,I9
2055,56,I9
800,1005,I9
-9,2047,I9
901,1477,I9
2104,217,I9
1732,438,I9
441,1657,I9
410,2099,I9
1599,935,I9
2173,-80,I9
1176,697,I9
19,1911,I9
673,1710,I9
1877,491,I9
1860,279,I9
606,1338,I9
107,2096,I9
1141,1268,I9
2055,77,I9
1433,592,I9
200,1792,I9
552,1957,I9
1767,618,I9
2085,-251,I9
850,503,I9
-58,1605,I9
807,997,I9
2045,-540,I9
1752,-620,I9
453,431,I9
318,939,I9
1536,-484,I9
2184,-1891,I9
1247,-1327,I9
44,-58,I9
675,-382,I9
1961,-1951,I9
1992,-2424,I9
729,-1430,I9
101,-482,I9
1123,-1476,I9
2043,-2803,I9
1544,-2335,I9
346,-1042,I9
520,-700,I9
1656,-1989,I9
1975,-2742,I9
903,-1873,I9
-117,-602,I9
584,-1025,I9
1678,-2302,I9
1664,-2347,I9
526,-1222,I9
121,-419,I9
1132,-1493,I9
1898,-2671,I9
1351,-2186,I9
248,-963,I9
593,-792,I9
1731,-2071,I9
1980,-2714,I9
877,-1832,I9
-98,-599,I9
667,-1108,I9
1776,-2395,I9
1709,-2364,I9
551,-1179,I9
229,-432,I9
1269,-1589,I9
1979,-2733,I9
1336,-2182,I9
203,-920,I9
641,-802,I9
1789,-2084,I9
1950,-2632,I9
797,-1679,I9
-105,-449,I9
669,-1018,I9
1725,-2286,I9
1575,-2159,I9
437,-975,I9
201,-321,I9
1260,-1565,I9
1886,-2666,I9
1151,-2053,I9
29,-788,I9
558,-847,I9
1777,-2203,I9
1913,-2686,I9
734,-1639,I9
-45,-460,I9
889,-1212,I9
2006,-2562,I9
1707,-2277,I9
507,-989,I9
461,-448,I9
1599,-1775,I9
2101,-2825,I9
1199,-2054,I9
66,-762,I9
642,-1024,I9
1812,-2368,I9
1812,-2640,I9
610,-1537,I9
-27,-528,I9
932,-1430,I9
1873,-2724,I9
1455,-2266,I9
300,-1004,I9
406,-626,I9
1534,-1889,I9
1917,-2746,I9
924,-1924,I9
-106,-663,I9
555,-1007,I9
1665,-2230,I9
1665,-2179,I9
526,-937,I9
70,-63,I9
1122,-881,I9
1978,-1689,I9
1423,-765,I9
265,714,I9
608,958,I9
1842,-88,I9
2161,-456,I9
943,708,I9
-39,1984,I9
820,1557,I9
2031,348,I9
1788,464,I9
470,1635,I9
252,2198,I9
1416,1163,I9
2093,35,I9
1219,742,I9
30,1977,I9
616,1872,I9
1889,600,I9
1980,228,I9
677,1259,I9
31,2117,I9
1066,1345,I9
2090,72,I9
1537,527,I9
228,1721,I9
410,1981,I9
1629,721,I9
2010,-92,I9
796,782,I9
-226,1969,I9
577,1565,I9
1782,316,I9
1558,363,I9
258,1512,I9
42,2105,I9
1218,1040,I9
1954,-206,I9
1106,357,I9
-82,1554,I9
467,1458,I9
1735,93,I9
1864,-468,I9
576,416,I9
-121,1329,I9
885,412,I9
1934,-1224,I9
1441,-1042,I9
166,107,I9
286,434,I9
1570,-1122,I9
2017,-2285,I9
928,-1664,I9
-182,-444,I9
528,-904,I9
1713,-2328,I9
1656,-2398,I9
449,-1271,I9
46,-473,I9
1134,-1632,I9
1870,-2821,I9
1237,-2269,I9
54,-970,I9
477,-813,I9
1715,-2170,I9
1921,-2739,I9
719,-1740,I9
-192,-437,I9
657,-1065,I9
1783,-2400,I9
1589,-2246,I9
347,-978,I9
144,-315,I9
1294,-1619,I9
1896,-2739,I9
1093,-2076,I9
-37,-792,I9
500,-923,I9
1716,-2267,I9
1784,-2677,I9
605,-1628,I9
-98,-517,I9
847,-1301,I9
1898,-2619,I9
1574,-2286,I9
418,-1027,I9
405,-537,I9
1535,-1814,I9
1996,-2822,I9
1093,-2065,I9
-1,-819,I9
601,-1076,I9
1760,-2377,I9
1760,-2625,I9
605,-1549,I9
-5,-562,I9
1011,-1482,I9
1955,-2782,I9
1528,-2318,I9
374,-1063,I9
497,-669,I9
1627,-1929,I9
1998,-2798,I9
993,-1981,I9
-37,-717,I9
639,-1070,I9
1730,-2338,I9
1730,-2465,I9
569,-1351,I9
72,-460,I9
1103,-1473,I9
1947,-2730,I9
1431,-2230,I9
286,-948,I9
532,-683,I9
1693,-1983,I9
1988,-2718,I9
882,-1811,I9
-120,-544,I9
642,-1014,I9
1755,-2327,I9
1710,-2318,I9
527,-1150,I9
184,-380,I9
1246,-1522,I9
1979,-2658,I9
1361,-1973,I9
