X,Y,Label
1375,464,H12
121,1670,H12
552,1900,H12
1744,680,H12
2078,66,H12
810,946,H12
-14,2094,H12
850,1500,H12
2107,240,H12
1691,477,H12
384,1658,H12
412,2173,H12
1548,972,H12
2208,10,H12
1152,753,H12
8,2004,H12
693,1690,H12
1973,407,H12
1825,296,H12
516,1360,H12
163,2141,H12
1186,1195,H12
2104,2,H12
1319,569,H12
52,1804,H12
544,1896,H12
1774,624,H12
2022,124,H12
732,1028,H12
2,2079,H12
900,1386,H12
2093,105,H12
1588,470,H12
272,1680,H12
418,2102,H12
1600,884,H12
2149,41,H12
1014,851,H12
-44,2102,H12
662,1726,H12
1923,501,H12
1736,512,H12
479,1516,H12
242,2179,H12
1278,1198,H12
2096,74,H12
1270,647,H12
63,1829,H12
573,1821,H12
1804,595,H12
2005,144,H12
731,1048,H12
42,2074,H12
930,1377,H12
2071,135,H12
1561,485,H12
295,1653,H12
469,2037,H12
1638,819,H12
2156,-16,H12
1011,753,H12
-25,1980,H12
700,1590,H12
1942,364,H12
1742,388,H12
461,1477,H12
212,2165,H12
1247,1193,H12
2063,71,H12
1223,640,H12
48,1848,H12
566,1862,H12
1770,652,H12
1979,194,H12
735,1069,H12
72,2052,H12
969,1371,H12
2103,125,H12
1604,499,H12
370,1683,H12
503,2074,H12
1615,863,H12
2137,25,H12
1002,791,H12
-48,2001,H12
662,1647,H12
1888,407,H12
1690,375,H12
429,1413,H12
163,2097,H12
1173,1148,H12
2040,-3,H12
1239,569,H12
58,1761,H12
568,1786,H12
1788,548,H12
2007,87,H12
731,1036,H12
54,2071,H12
950,1364,H12
2127,97,H12
1600,490,H12
314,1694,H12
444,2116,H12
1588,910,H12
2110,63,H12
957,853,H12
-63,2073,H12
632,1670,H12
1881,426,H12
1668,440,H12
411,1502,H12
172,2164,H12
1217,1165,H12
2058,-3,H12
1218,570,H12
17,1774,H12
505,1753,H12
1720,523,H12
1915,66,H12
669,934,H12
11,1912,H12
925,1155,H12
2066,-154,H12
1541,218,H12
273,1400,H12
446,1787,H12
1659,501,H12
2184,-401,H12
1030,350,H12
-13,1585,H12
689,1161,H12
1894,-123,H12
1678,-138,H12
431,889,H12
190,1571,H12
1202,520,H12
1995,-647,H12
1182,-65,H12
-13,1144,H12
489,1093,H12
1720,-277,H12
1928,-809,H12
704,49,H12
7,1113,H12
950,255,H12
2120,-1196,H12
1583,-891,H12
293,286,H12
446,731,H12
1644,-630,H12
2151,-1489,H12
1038,-700,H12
-30,622,H12
657,156,H12
1856,-1149,H12
1691,-1105,H12
496,-36,H12
223,739,H12
1275,-393,H12
2077,-1557,H12
1294,-987,H12
99,291,H12
571,300,H12
1837,-1032,H12
2044,-1485,H12
823,-541,H12
80,641,H12
982,-137,H12
2126,-1442,H12
1680,-1072,H12
448,137,H12
505,643,H12
1683,-641,H12
2198,-1505,H12
1163,-734,H12
34,555,H12
686,163,H12
1912,-1144,H12
1809,-1187,H12
581,-107,H12
183,767,H12
1205,-289,H12
2064,-1495,H12
1363,-966,H12
154,301,H12
580,470,H12
1806,-850,H12
2055,-1399,H12
839,-509,H12
36,717,H12
899,18,H12
2127,-1320,H12
1725,-1017,H12
467,202,H12
451,780,H12
1598,-500,H12
2194,-1484,H12
1202,-766,H12
41,531,H12
639,197,H12
1882,-1124,H12
1817,-1237,H12
617,-221,H12
147,693,H12
1108,-293,H12
2051,-1520,H12
1421,-1017,H12
250,197,H12
590,488,H12
1749,-760,H12
2057,-1383,H12
923,-566,H12
26,708,H12
816,150,H12
2017,-1010,H12
1736,-661,H12
522,619,H12
404,1323,H12
1484,257,H12
2205,-632,H12
1300,200,H12
114,1578,H12
686,1475,H12
1867,360,H12
1964,173,H12
726,1139,H12
136,2052,H12
1011,1334,H12
2070,165,H12
1554,600,H12
382,1750,H12
611,2065,H12
1714,894,H12
2173,119,H12
1052,873,H12
87,2027,H12
796,1643,H12
2002,419,H12
1817,400,H12
571,1431,H12
294,2091,H12
1276,1114,H12
2100,-3,H12
1286,560,H12
69,1739,H12
556,1744,H12
1757,523,H12
1957,106,H12
717,1022,H12
26,2029,H12
895,1348,H12
2068,130,H12
1587,469,H12
339,1637,H12
478,2039,H12
1609,876,H12
2134,38,H12
1034,773,H12
-34,1958,H12
635,1605,H12
1856,406,H12
1696,345,H12
443,1365,H12
147,2081,H12
1146,1139,H12
2013,0,H12
1243,538,H12
51,1719,H12
542,1831,H12
1766,608,H12
2031,57,H12
772,934,H12
52,1997,H12
923,1282,H12
2123,-67,H12
1632,178,H12
320,1321,H12
396,1764,H12
1538,440,H12
2096,-586,H12
1011,79,H12
-69,1289,H12
593,885,H12
1831,-471,H12
1672,-612,H12
471,356,H12
198,1116,H12
1247,12,H12
2110,-1295,H12
1357,-808,H12
154,410,H12
604,458,H12
1834,-910,H12
2082,-1486,H12
891,-633,H12
122,546,H12
953,-189,H12
2115,-1484,H12
1749,-1180,H12
585,-18,H12
624,526,H12
1742,-731,H12
2304,-1645,H12
1328,-913,H12
244,384,H12
826,61,H12
2036,-1244,H12
1995,-1398,H12
771,-365,H12
254,589,H12
1220,-397,H12
2150,-1594,H12
1553,-1118,H12
387,104,H12
679,385,H12
1871,-905,H12
2185,-1523,H12
1032,-674,H12
112,601,H12
868,45,H12
2038,-1240,H12
1807,-1094,H12
609,26,H12
423,720,H12
1502,-507,H12
2189,-1624,H12
1329,-1013,H12
171,253,H12
690,132,H12
1890,-1160,H12
2002,-1498,H12
830,-569,H12
168,520,H12
1031,-270,H12
2094,-1489,H12
1661,-1081,H12
535,75,H12
665,513,H12
1784,-719,H12
2263,-1567,H12
1250,-839,H12
171,398,H12
761,45,H12
1922,-1215,H12
1872,-1310,H12
707,-286,H12
275,604,H12
1232,-411,H12
2104,-1591,H12
1486,-1096,H12
332,98,H12
694,360,H12
1889,-919,H12
2193,-1534,H12
1015,-672,H12
123,582,H12
888,15,H12
2069,-1256,H12
1820,-1094,H12
618,40,H12
465,729,H12
1558,-510,H12
2231,-1594,H12
1365,-956,H12
234,302,H12
773,135,H12
1984,-1181,H12
2071,-1507,H12
874,-553,H12
227,511,H12
1143,-342,H12
2170,-1581,H12
1701,-1161,H12
550,6,H12
721,426,H12
1865,-847,H12
2309,-1644,H12
1249,-861,H12
172,427,H12
843,5,H12
2041,-1287,H12
1895,-1285,H12
662,-203,H12
303,657,H12
1333,-457,H12
2138,-1631,H12
1417,-1077,H12
235,171,H12
684,293,H12
1886,-1018,H12
2093,-1517,H12
942,-660,H12
172,554,H12
961,-108,H12
2061,-1341,H12
1739,-1069,H12
579,36,H12
531,618,H12
1641,-631,H12
2235,-1592,H12
1312,-909,H12
195,357,H12
759,107,H12
1939,-1067,H12
1996,-1107,H12
