X,Y,Label
1038,1088,H10
1973,-111,H10
1238,407,H10
-8,1629,H10
450,1833,H10
1692,611,H10
2010,38,H10
730,917,H10
-65,2028,H10
825,1380,H10
2074,117,H10
1599,406,H10
276,1598,H10
343,2085,H10
1513,813,H10
2121,-134,H10
1039,611,H10
-80,1856,H10
609,1505,H10
1857,254,H10
1676,202,H10
395,1245,H10
97,2003,H10
1130,1035,H10
2007,-122,H10
1209,442,H10
-31,1638,H10
445,1713,H10
1656,477,H10
1918,-9,H10
634,885,H10
-65,1941,H10
854,1222,H10
2027,-49,H10
1486,349,H10
171,1567,H10
344,2033,H10
1571,763,H10
2139,-87,H10
946,737,H10
-73,2030,H10
665,1575,H10
1937,286,H10
1665,330,H10
365,1419,H10
158,2099,H10
1216,1053,H10
2020,-73,H10
1136,551,H10
-64,1776,H10
441,1669,H10
1683,448,H10
1847,102,H10
581,1019,H10
-18,1968,H10
905,1211,H10
1998,-28,H10
1404,418,H10
121,1600,H10
396,1936,H10
1617,701,H10
2093,-63,H10
860,777,H10
-84,2032,H10
719,1535,H10
1983,249,H10
1666,362,H10
364,1498,H10
227,2130,H10
1312,1027,H10
2070,-55,H10
1102,599,H10
-104,1821,H10
450,1634,H10
1667,391,H10
1766,119,H10
494,1075,H10
-39,1969,H10
915,1151,H10
1950,-54,H10
1300,440,H10
60,1645,H10
417,1936,H10
1657,698,H10
2078,16,H10
794,869,H10
-89,2087,H10
770,1507,H10
2075,200,H10
1673,401,H10
338,1561,H10
286,2143,H10
1411,933,H10
2097,-111,H10
1066,557,H10
-126,1795,H10
500,1481,H10
1722,121,H10
1652,-153,H10
374,744,H10
-57,1563,H10
939,543,H10
1898,-811,H10
1140,-413,H10
-131,785,H10
296,902,H10
1577,-588,H10
1925,-1349,H10
633,-577,H10
-229,632,H10
641,-193,H10
1904,-1727,H10
1439,-1608,H10
110,-498,H10
72,54,H10
1273,-1383,H10
1839,-2369,H10
722,-1645,H10
-518,-278,H10
103,-745,H10
1379,-2151,H10
1245,-2240,H10
-52,-1144,H10
-505,-160,H10
544,-1288,H10
1426,-2471,H10
693,-1971,H10
-551,-675,H10
-105,-488,H10
1141,-1796,H10
1410,-2343,H10
220,-1469,H10
-628,-154,H10
181,-818,H10
1384,-2109,H10
1071,-1918,H10
-152,-774,H10
-250,-93,H10
859,-1337,H10
1534,-2398,H10
599,-1762,H10
-585,-455,H10
-52,-684,H10
1232,-2025,H10
1319,-2346,H10
98,-1378,H10
-545,-233,H10
421,-1127,H10
1510,-2403,H10
999,-1991,H10
-220,-765,H10
-48,-303,H10
1167,-1589,H10
1612,-2380,H10
494,-1609,H10
-604,-293,H10
87,-744,H10
1327,-2069,H10
1200,-2119,H10
-56,-1030,H10
-450,-114,H10
588,-1240,H10
1451,-2408,H10
732,-1913,H10
-504,-635,H10
-84,-427,H10
1150,-1742,H10
1404,-2293,H10
204,-1427,H10
-650,-133,H10
165,-786,H10
1357,-2075,H10
1048,-1894,H10
-187,-723,H10
-299,-31,H10
835,-1301,H10
1506,-2373,H10
569,-1744,H10
-611,-419,H10
-39,-640,H10
1230,-2001,H10
1336,-2309,H10
85,-1315,H10
-554,-185,H10
432,-1114,H10
