X,Y,Label
1811,217,I11
451,1354,I11
21,2105,I11
1191,1163,I11
2089,-100,I11
1338,477,I11
22,1765,I11
535,1876,I11
1872,506,I11
2116,-77,I11
718,985,I11
-79,2024,I11
972,1317,I11
2122,-24,I11
1573,382,I11
134,1739,I11
271,2128,I11
1597,745,I11
2084,-140,I11
868,814,I11
-209,2093,I11
641,1655,I11
1940,314,I11
1689,375,I11
340,1582,I11
177,2167,I11
1393,1072,I11
2102,-74,I11
1165,625,I11
-88,1911,I11
561,1736,I11
1906,405,I11
1988,72,I11
580,1195,I11
-19,2037,I11
1100,1158,I11
2094,-137,I11
1413,411,I11
60,1761,I11
426,1980,I11
1756,618,I11
2080,-92,I11
683,955,I11
-183,2056,I11
827,1438,I11
2059,94,I11
1600,374,I11
197,1704,I11
233,2151,I11
1548,858,I11
2109,-104,I11
969,802,I11
-207,2129,I11
571,1767,I11
1907,409,I11
1728,354,I11
364,1545,I11
44,2196,I11
1250,1157,I11
2040,-69,I11
1167,575,I11
-103,1859,I11
488,1777,I11
1822,466,I11
1972,9,I11
583,1103,I11
-98,2025,I11
977,1236,I11
2024,-64,I11
1402,427,I11
47,1768,I11
349,2059,I11
1716,683,I11
2130,-137,I11
824,874,I11
-134,2058,I11
800,1530,I11
2129,188,I11
1792,333,I11
417,1602,I11
338,2115,I11
1551,919,I11
2165,-156,I11
1119,657,I11
-113,1970,I11
570,1745,I11
1870,412,I11
1803,197,I11
433,1343,I11
-40,2102,I11
1107,1158,I11
2004,-85,I11
1253,551,I11
-28,1851,I11
444,1956,I11
1778,588,I11
2047,-10,I11
658,1065,I11
-172,2114,I11
854,1457,I11
2012,156,I11
1537,497,I11
169,1763,I11
264,2141,I11
1572,820,I11
2082,-100,I11
925,796,I11
-180,2067,I11
647,1669,I11
1963,308,I11
1751,273,I11
347,1485,I11
63,2122,I11
1267,1048,I11
2026,-180,I11
1128,513,I11
-161,1807,I11
430,1683,I11
1762,333,I11
1889,-85,I11
523,1014,I11
-90,1901,I11
1027,1063,I11
2055,-259,I11
1443,216,I11
116,1507,I11
388,1775,I11
1715,375,I11
2093,-460,I11
841,473,I11
-130,1654,I11
744,1140,I11
1999,-209,I11
1688,-106,I11
356,1123,I11
250,1652,I11
1488,416,I11
2133,-725,I11
1130,23,I11
-140,1354,I11
550,1073,I11
1881,-443,I11
1870,-852,I11
501,209,I11
-59,1057,I11
1092,-70,I11
2027,-1616,I11
1304,-1185,I11
1,105,I11
465,166,I11
1862,-1505,I11
2150,-2326,I11
780,-1308,I11
-103,-77,I11
958,-933,I11
2138,-2485,I11
1713,-2209,I11
355,-836,I11
363,-292,I11
1646,-1777,I11
2108,-2741,I11
1038,-1840,I11
-147,-425,I11
586,-860,I11
1828,-2319,I11
1762,-2380,I11
468,-1135,I11
51,-274,I11
1195,-1466,I11
1971,-2715,I11
1254,-2107,I11
9,-732,I11
516,-660,I11
1839,-2157,I11
2039,-2724,I11
734,-1604,I11
-122,-342,I11
861,-1123,I11
2015,-2548,I11
1677,-2263,I11
385,-881,I11
340,-305,I11
1564,-1708,I11
2072,-2726,I11
1077,-1879,I11
-74,-510,I11
620,-869,I11
1878,-2325,I11
1873,-2501,I11
556,-1283,I11
6,-355,I11
1146,-1473,I11
2012,-2801,I11
1355,-2203,I11
72,-813,I11
424,-565,I11
1729,-2036,I11
1985,-2698,I11
687,-1617,I11
-267,-276,I11
679,-967,I11
1893,-2397,I11
1602,-2183,I11
311,-837,I11
196,-193,I11
1450,-1610,I11
2025,-2742,I11
1088,-1937,I11
-103,-552,I11
540,-830,I11
1822,-2278,I11
1828,-2564,I11
563,-1381,I11
-56,-374,I11
1004,-1372,I11
1923,-2705,I11
1390,-2182,I11
159,-847,I11
406,-521,I11
1683,-1939,I11
2012,-2704,I11
850,-1716,I11
-217,-357,I11
617,-912,I11
1852,-2346,I11
1694,-2279,I11
406,-974,I11
105,-214,I11
1314,-1506,I11
2003,-2729,I11
1200,-2039,I11
-37,-658,I11
549,-774,I11
1870,-2243,I11
1965,-2683,I11
674,-1544,I11
-79,-411,I11
973,-1307,I11
2012,-2698,I11
1555,-2216,I11
287,-768,I11
409,-303,I11
1636,-1421,I11
2049,-1941,I11
995,-732,I11
-110,729,I11
666,435,I11
1879,-594,I11
1738,-231,I11
413,1223,I11
55,1989,I11
1233,985,I11
2043,-222,I11
1213,474,I11
-143,1829,I11
386,1876,I11
1722,511,I11
1925,-17,I11
552,1075,I11
-189,2057,I11
847,1344,I11
1947,53,I11
1391,497,I11
56,1792,I11
287,2099,I11
1625,718,I11
2087,-125,I11
854,840,I11
-186,2068,I11
701,1615,I11
2039,257,I11
1752,328,I11
359,1583,I11
163,2137,I11
1387,997,I11
2075,-124,I11
1092,612,I11
-171,1916,I11
467,1721,I11
1780,374,I11
1830,59,I11
429,1205,I11
-105,2014,I11
1034,1150,I11
1991,-114,I11
1326,455,I11
21,1769,I11
415,1954,I11
1787,594,I11
2110,-99,I11
724,952,I11
-107,2030,I11
924,1372,I11
2144,-40,I11
1697,148,I11
253,1403,I11
284,1857,I11
1608,322,I11
2153,-935,I11
999,-240,I11
-208,1052,I11
574,527,I11
1918,-1193,I11
1754,-1549,I11
391,-466,I11
50,248,I11
1292,-1063,I11
2070,-2451,I11
1216,-1831,I11
-61,-475,I11
532,-656,I11
1882,-2209,I11
1990,-2691,I11
647,-1569,I11
-125,-435,I11
909,-1356,I11
1925,-2762,I11
1452,-2330,I11
168,-969,I11
305,-527,I11
1558,-1928,I11
1944,-2769,I11
832,-1830,I11
-294,-437,I11
486,-928,I11
1736,-2381,I11
1626,-2391,I11
323,-1115,I11
-53,-284,I11
1133,-1529,I11
1886,-2787,I11
1117,-2136,I11
-149,-729,I11
405,-716,I11
1737,-2185,I11
1903,-2703,I11
611,-1578,I11
-197,-361,I11
817,-1175,I11
1924,-2581,I11
1552,-2251,I11
279,-898,I11
297,-382,I11
1531,-1806,I11
2000,-2794,I11
976,-1920,I11
-190,-532,I11
527,-918,I11
1781,-2368,I11
1766,-2502,I11
475,-1272,I11
-30,-358,I11
1119,-1490,I11
1964,-2797,I11
1320,-2205,I11
61,-815,I11
458,-623,I11
1771,-2096,I11
2017,-2738,I11
712,-1644,I11
-223,-324,I11
748,-1051,I11
