X,Y,Label
607,1700,H9
1904,416,H9
1661,429,H9
338,1505,H9
87,2175,H9
1165,1125,H9
2008,-37,H9
1101,584,H9
-119,1811,H9
403,1752,H9
1664,489,H9
1860,104,H9
567,1032,H9
-50,1997,H9
895,1234,H9
1985,-12,H9
1397,456,H9
135,1669,H9
384,2022,H9
1604,771,H9
2080,7,H9
813,875,H9
-132,2134,H9
706,1605,H9
2012,290,H9
1671,446,H9
340,1576,H9
229,2188,H9
1367,1058,H9
2115,-25,H9
1128,659,H9
-73,1878,H9
534,1641,H9
1781,393,H9
1805,172,H9
523,1148,H9
55,2021,H9
1028,1143,H9
2034,-81,H9
1336,419,H9
53,1643,H9
485,1869,H9
1742,586,H9
2099,-38,H9
802,845,H9
-37,2011,H9
835,1379,H9
2134,94,H9
1659,374,H9
317,1596,H9
391,2123,H9
1556,892,H9
2173,-27,H9
1039,768,H9
-87,2071,H9
611,1697,H9
1896,397,H9
1703,326,H9
376,1395,H9
81,2139,H9
1140,1139,H9
2011,-72,H9
1151,531,H9
-90,1763,H9
413,1727,H9
1680,450,H9
1910,42,H9
579,1021,H9
-57,2028,H9
901,1260,H9
2039,-32,H9
1419,423,H9
84,1673,H9
368,2048,H9
1654,755,H9
2151,-16,H9
857,845,H9
-73,2100,H9
780,1548,H9
2077,216,H9
1701,377,H9
358,1571,H9
323,2157,H9
1462,976,H9
2163,-34,H9
1144,674,H9
-48,1942,H9
561,1676,H9
1832,384,H9
1805,194,H9
506,1220,H9
95,2044,H9
1107,1081,H9
2060,-190,H9
1306,274,H9
38,1480,H9
469,1629,H9
1736,233,H9
2050,-456,H9
741,347,H9
-61,1454,H9
831,693,H9
2050,-790,H9
1520,-605,H9
142,584,H9
211,1092,H9
1458,-443,H9
2042,-1538,H9
857,-877,H9
-309,479,H9
400,-98,H9
1720,-1668,H9
1453,-1735,H9
90,-626,H9
-212,170,H9
877,-1130,H9
1686,-2369,H9
717,-1752,H9
-678,-320,H9
-226,-471,H9
1053,-1906,H9
1214,-2295,H9
-186,-1294,H9
-999,-135,H9
-159,-1040,H9
969,-2336,H9
355,-1894,H9
