X,Y,Label
1845,530,I8
2128,-99,I8
731,976,I8
-106,2024,I8
923,1327,I8
2093,-14,I8
1578,352,I8
164,1715,I8
280,2129,I8
1603,764,I8
2123,-145,I8
925,781,I8
-175,2069,I8
679,1626,I8
2003,271,I8
1739,302,I8
341,1532,I8
144,2123,I8
1384,1013,I8
2119,-155,I8
1176,602,I8
-90,1931,I8
543,1743,I8
1892,376,I8
1981,69,I8
567,1239,I8
38,2083,I8
1195,1177,I8
2166,-131,I8
1465,448,I8
108,1772,I8
495,1976,I8
1858,582,I8
2171,-70,I8
766,975,I8
-77,2040,I8
946,1349,I8
2130,4,I8
1585,354,I8
139,1720,I8
260,2148,I8
1630,775,I8
2170,-157,I8
967,784,I8
-143,2098,I8
727,1659,I8
2052,297,I8
1798,321,I8
425,1556,I8
243,2143,I8
1440,1030,I8
2147,-138,I8
1205,583,I8
-35,1899,I8
576,1728,I8
1883,389,I8
1975,76,I8
575,1214,I8
14,2049,I8
1116,1166,I8
2098,-138,I8
1412,445,I8
81,1810,I8
456,2015,I8
1805,634,I8
2150,-80,I8
750,943,I8
-105,2033,I8
900,1359,I8
2127,-95,I8
1670,124,I8
264,1393,I8
306,1822,I8
1609,304,I8
2175,-892,I8
1024,-143,I8
-144,1154,I8
633,649,I8
1991,-1031,I8
1823,-1328,I8
474,-258,I8
142,431,I8
1341,-882,I8
2107,-2300,I8
1253,-1716,I8
-9,-391,I8
593,-590,I8
1962,-2192,I8
2075,-2678,I8
720,-1501,I8
-7,-373,I8
1086,-1377,I8
2118,-2823,I8
1589,-2324,I8
285,-893,I8
482,-474,I8
1771,-1957,I8
2136,-2765,I8
976,-1768,I8
-85,-352,I8
765,-943,I8
2013,-2412,I8
1826,-2327,I8
505,-988,I8
240,-255,I8
1440,-1583,I8
2117,-2810,I8
1277,-2083,I8
30,-668,I8
637,-851,I8
1942,-2341,I8
2026,-2727,I8
701,-1528,I8
17,-431,I8
1085,-1398,I8
2102,-2821,I8
1609,-2332,I8
314,-922,I8
474,-493,I8
1735,-1942,I8
2113,-2780,I8
1004,-1811,I8
-57,-441,I8
732,-961,I8
1966,-2401,I8
1818,-2367,I8
528,-1065,I8
207,-289,I8
1378,-1546,I8
2095,-2790,I8
1335,-2115,I8
101,-714,I8
599,-741,I8
1880,-2215,I8
2001,-2706,I8
711,-1581,I8
-78,-418,I8
918,-1286,I8
1994,-2735,I8
1542,-2330,I8
219,-933,I8
241,-445,I8
1527,-1900,I8
1991,-2851,I8
921,-1907,I8
-237,-472,I8
504,-927,I8
1788,-2399,I8
1710,-2441,I8
445,-1152,I8
44,-303,I8
1231,-1524,I8
2020,-2818,I8
1293,-2159,I8
37,-744,I8
578,-692,I8
1922,-2195,I8
2096,-2747,I8
791,-1633,I8
-45,-410,I8
944,-1221,I8
2079,-2655,I8
1717,-2321,I8
426,-954,I8
424,-413,I8
1640,-1825,I8
2128,-2825,I8
1113,-1954,I8
-20,-574,I8
644,-946,I8
1893,-2388,I8
1893,-2544,I8
583,-1336,I8
66,-417,I8
1160,-1526,I8
1999,-2850,I8
1359,-2264,I8
114,-882,I8
439,-628,I8
1742,-2086,I8
1987,-2755,I8
700,-1687,I8
-236,-347,I8
683,-1024,I8
1877,-2457,I8
1616,-2257,I8
342,-922,I8
168,-283,I8
1412,-1691,I8
1998,-2849,I8
1072,-2045,I8
-138,-633,I8
499,-913,I8
1790,-2393,I8
1829,-2692,I8
508,-1474,I8
-121,-437,I8
973,-1435,I8
1920,-2799,I8
1393,-2242,I8
160,-852,I8
458,-522,I8
1714,-1787,I8
2038,-2236,I8
899,-978,I8
-71,425,I8
782,13,I8
2039,-1044,I8
1800,-504,I8
460,1053,I8
242,1783,I8
1414,712,I8
2129,-285,I8
1216,520,I8
-93,1866,I8
526,1744,I8
1863,409,I8
1947,73,I8
583,1183,I8
-26,2055,I8
1089,1219,I8
2117,-79,I8
1458,465,I8
119,1806,I8
449,2044,I8
1772,698,I8
2124,-34,I8
796,968,I8
-109,2091,I8
835,1548,I8
2092,205,I8
1728,397,I8
353,1652,I8
287,2110,I8
1531,907,I8
2143,-145,I8
1105,663,I8
-122,1942,I8
562,1669,I8
1871,317,I8
1769,169,I8
405,1355,I8
-2,2098,I8
1199,1114,I8
2075,-155,I8
1299,485,I8
