9282,21763,15636,15234,9282,19601,10409,10648
9567,26063,10837,20846,9282,19601,10409,10648
10394,25971,11441,23841,9282,19601,10409,10648
11955,24705,13416,21925,9282,19601,10409,10648
19497,19898,17956,15394,9282,19601,10409,10648
21785,19386,25157,10833,9282,19386,10409,10648
20121,20004,23769,11448,9282,19386,10837,10648
12258,20714,19925,13669,9282,19386,10837,10648
9230,24859,12085,17816,9230,19386,10837,10648
10164,26019,10947,23976,9230,19386,10837,10648
11092,25406,12529,22760,9230,19386,10837,10648
15222,20852,15714,18908,9230,19386,10837,10648
20972,19964,22974,11701,9230,19386,10837,10648
21222,20057,24514,10894,9230,19386,10837,10648
16218,20187,22090,12451,9230,19386,10837,10648
9177,22500,14383,15552,9177,19386,10837,10648
9840,25163,10484,22541,9177,19964,10484,10894
10597,25640,11817,22924,9177,19964,10484,10894
12546,23140,14024,20758,9177,19964,10484,10894
20300,20156,19652,13478,9177,19964,10484,10894
21417,20086,24876,10633,9177,19964,10484,10633
18729,20128,23023,11902,9177,19964,10484,10633
10257,20844,17653,14377,9177,19964,10484,10633
9762,25519,11292,19326,9177,19964,10484,10633
10414,25350,11129,23383,9177,19964,10484,10633
11442,24519,13141,21736,9177,19964,10484,10633
17424,20211,16798,16759,9762,20086,11129,10633
20925,19696,24406,11138,9762,19696,11129,10633
20234,19786,23730,11332,9762,19696,11129,10633
13680,20271,20720,13042,9762,19696,11129,10633
9271,23393,12573,16505,9271,19696,11129,10633
10192,25155,10665,23619,9271,19696,10665,10633
10865,24972,12195,22593,9271,19696,10665,10633
13770,21514,15023,19684,9271,19696,10665,10633
20300,19526,21268,12488,9271,19526,10665,10633
21162,19817,24557,10946,9271,19526,10665,10633
17547,20547,22516,12215,9271,19526,10665,10946
9581,22065,15910,14965,9271,19526,10665,10946
9887,25318,10714,21132,9271,19526,10665,10946
10584,25368,11590,23135,9271,19526,10665,10946
11987,23938,13609,21206,9271,19526,10665,10946
19170,19938,18081,15071,9271,19526,10665,10946
21151,19668,25019,10870,9271,19526,10665,10870
19508,20543,23457,11648,9271,19526,10665,10870
11848,21523,19566,13807,9271,19526,10665,10870
9509,25203,11873,17641,9271,19526,10665,10870
10370,25312,10988,23796,9509,19668,10714,10870
11069,24598,12501,22043,9509,19668,10714,10870
15061,20220,15710,18448,9509,19668,10714,10870
19616,18821,22851,11920,9509,18821,10714,10870
20161,18973,24276,10827,9509,18821,10714,10827
15337,18794,21771,12699,9509,18794,10714,10827
9209,20099,14278,15457,9209,18794,10714,10827
10125,21032,10271,22285,9209,18794,10271,10827
10620,22283,11556,22669,9209,18794,10271,10827
12434,21431,13994,20636,9209,18794,10271,10827
19346,19296,19349,13598,9209,18794,10271,10827
20490,19896,24941,10775,9209,18794,10271,10775
18028,19882,23176,11816,9209,18794,10271,10775
10302,20847,18148,14268,9209,18794,10271,10775
9876,23978,11262,18929,9209,18794,10271,10775
10628,24611,11001,23484,9209,18794,10271,10775
11513,24568,12748,21980,9209,18794,10271,10775
16745,20098,16367,17333,9209,18794,10271,10775
20681,19094,24122,11292,9209,18794,10271,10775
20645,19234,23895,11221,9209,18794,10271,10775
14524,19732,21239,12989,9876,19094,11001,10775
9394,22798,13025,16325,9394,19094,11001,10775
10286,25822,10715,23535,9394,19094,10715,10775
10997,25920,11958,22745,9394,19094,10715,10775
13474,22607,14630,20121,9394,19094,10715,10775
20544,19838,20486,12700,9394,19094,10715,10775
21346,19801,24609,10846,9394,19094,10715,10775
18147,19556,22847,12098,9394,19094,10715,10775
9913,21582,16616,14724,9394,19094,10715,10775
10381,25544,10953,20504,9394,19094,10715,10775
10998,25699,11148,23390,9394,19556,10715,10846
11989,24369,13350,21486,9394,19556,10715,10846
18403,20270,17501,15644,9394,19556,10715,10846
21051,19742,24957,11006,9394,19556,10715,10846
19957,19700,24533,11121,9394,19556,10715,10846
8605,20502,20995,13133,8605,19556,10715,10846
8490,24365,12109,17179,8490,19556,10715,10846
11664,25202,10644,23682,8490,19556,10644,10846
11502,24282,12206,22223,8490,19556,10644,10846
13852,20790,15306,18920,8490,19556,10644,10846
17190,19829,22203,12158,8490,19700,10644,11006
19387,20215,24367,10972,8490,19700,10644,10972
17029,20124,22284,12451,8490,19700,10644,10972
11725,21800,15071,15207,8490,19700,10644,10972
12784,23074,10490,21585,8490,19700,10490,10972
12019,23485,11509,22842,8490,19700,10490,10972
11714,22060,13819,20982,8490,19700,10490,10972
16557,19376,18776,14243,8490,19376,10490,10972
19843,19447,25107,10543,8490,19376,10490,10543
18790,19873,23308,11773,8490,19376,10490,10543
11123,20612,18667,13980,11123,19376,10490,10543
9763,24910,11433,18423,9763,19376,10490,10543
10452,25001,11062,23612,9763,19376,10490,10543
11192,24586,12700,21962,9763,19376,10490,10543
16074,20764,16006,17667,9763,19376,10490,10543
20245,20075,23630,11448,9763,19376,10490,10543
20504,19953,23964,11023,9763,19376,10490,10543
14884,20090,21408,12830,9763,19376,10490,10543
9268,23205,13507,15979,9268,19376,10490,10543
10069,24786,10656,23170,9268,19376,10490,10543
10701,24833,11984,22662,9268,19953,10656,11023
12762,22627,14329,20343,9268,19953,10656,11023
20140,19762,20120,13071,9268,19762,10656,11023
21231,19817,24639,10630,9268,19762,10656,10630
18248,20440,22931,12017,9268,19762,10656,10630
9936,20866,17145,14506,9268,19762,10656,10630
9817,25052,11049,20053,9268,19762,10656,10630
10428,25114,11210,23541,9268,19762,10656,10630
11633,24544,13193,21661,9268,19762,10656,10630
18166,20084,17258,16073,9268,19762,10656,10630
21286,20113,24845,11008,9817,19762,11049,10630
20147,19883,23762,11443,9817,19762,11049,10630
12969,20308,20452,13281,9817,19762,11049,10630
9211,24420,12211,16981,9211,19762,11049,10630
10210,25512,10646,23889,9211,19762,10646,10630
10928,25093,12350,22467,9211,19762,10646,10630
14281,21451,15268,19249,9211,19762,10646,10630
20007,20035,21851,11937,9211,19762,10646,10630
20871,20388,24313,10959,9211,19762,10646,10630
16691,20804,22148,12439,9211,19762,10646,10630
9468,22426,15196,15115,9211,19883,10646,10959
10040,24970,10468,21655,9211,19883,10468,10959
10715,25239,11593,22927,9211,19883,10468,10959
12010,23452,13833,20878,9211,19883,10468,10959
18831,20135,18556,14352,9211,19883,10468,10959
20393,19908,24964,10774,9211,19883,10468,10774
18803,20149,23380,11487,9211,19883,10468,10774
12186,20529,19031,13923,9211,19883,10468,10774
12004,23809,11588,17930,9211,19883,10468,10774
12373,23597,10865,23363,9211,19883,10468,10774
11554,22690,12428,21823,10040,19908,10468,10774
14307,17862,15635,18029,10040,17862,10468,10774
16759,17537,22928,11736,10040,17537,10468,10774
18868,17588,24214,11036,10040,17537,10468,10774
16525,18429,22018,12573,10040,17537,10468,10774
11891,20337,14888,15365,10040,17537,10468,10774
13004,23237,10590,21743,10040,17537,10468,10774
12215,23907,11604,22837,10040,17537,10468,10774
12039,22258,13628,20975,10040,17537,10468,10774
18300,17952,18442,14476,10040,17537,10468,10774
20924,17431,25025,10821,11891,17431,10590,10821
19517,17950,23443,11462,11891,17431,10590,10821
12031,18857,19584,13796,11891,17431,10590,10821
9544,23584,11849,17650,9544,17431,10590,10821
10435,25251,10704,23715,9544,17431,10590,10821
11219,24760,12534,22281,9544,17431,10590,10821
15391,19228,15579,18524,9544,17431,10590,10821
20710,17324,22582,11671,9544,17324,10590,10821
21069,17803,24164,10884,9544,17324,10590,10821
15984,17712,21813,12616,9544,17324,10590,10821
9315,20632,14251,15607,9315,17324,10704,10884
10048,24468,10528,22414,9315,17324,10528,10884
10741,25148,11598,22865,9315,17324,10528,10884
12701,22168,13980,20642,9315,17324,10528,10884
20331,17944,19351,13647,9315,17324,10528,10884
21545,17559,24748,10672,9315,17324,10528,10672
18942,17776,23025,11777,9315,17324,10528,10672
10457,18688,17811,14191,9315,17324,10528,10672
9869,24549,11172,19279,9315,17324,10528,10672
10564,25139,10993,23429,9315,17324,10528,10672
11605,24117,12772,21704,9869,17559,10528,10672
17334,18359,16523,16688,9869,17559,10528,10672
20615,17396,24341,11394,9869,17396,10528,10672
19969,17885,23738,11095,9869,17396,10528,10672
13736,18494,20805,13072,9869,17396,10528,10672
10165,21765,12880,16429,9869,17396,10528,10672
11256,23409,10516,23286,9869,17396,10516,10672
11227,23158,11945,22347,9869,17396,10516,10672
12960,19345,14533,19553,9869,17396,10516,10672
17531,17394,20725,12462,9869,17394,10516,10672
19481,17671,24453,10897,10165,17394,10516,10897
17708,17999,22660,12052,10165,17394,10516,10897
11177,19294,16677,14698,10165,17394,10516,10897
12360,23359,11043,20001,10165,17394,10516,10897
11942,23616,11113,23262,10165,17394,10516,10897
11519,23313,13165,21516,10165,17394,10516,10897
16886,19901,16832,16400,10165,17394,10516,10897
20292,19973,24415,11106,10165,17394,10516,10897
20021,20309,23726,11372,10165,17394,10516,10897
13855,20939,20828,13039,10165,17394,10516,10897
9311,23832,12711,16303,9311,17999,11043,11106
10220,25449,10597,23556,9311,17999,10597,11106
10786,25170,12063,22557,9311,17999,10597,11106
13414,22101,14709,19720,9311,17999,10597,11106
20109,20062,20936,12548,9311,17999,10597,11106
21083,20225,24425,10986,9311,17999,10597,10986
17681,20643,22542,12057,9311,17999,10597,10986
9622,22020,16343,14695,9311,17999,10597,10986
9842,25456,10856,20603,9311,17999,10597,10986
10512,25233,11336,23194,9311,17999,10597,10986
11711,24148,13475,21333,9622,20062,10597,10986
18823,20233,17799,15181,9622,20062,10597,10986
21183,20013,24697,10868,9622,20013,10597,10868
19644,20353,23436,11518,9622,20013,10597,10868
12239,21160,19819,13634,9622,20013,10597,10868
9421,24831,11928,17648,9421,20013,10597,10868
10277,25391,10854,23587,9421,20013,10597,10868
10988,24936,12354,22240,9421,20013,10597,10868
14801,21180,15447,18806,9421,20013,10597,10868
20101,19930,22408,11759,9421,19930,10597,10868
20689,20298,24183,11070,9421,19930,10854,10868
16030,20848,21861,12600,9421,19930,10854,10868
9280,22524,14437,15547,9280,19930,10854,10868
9959,24839,10415,22238,9280,19930,10415,10868
10599,25206,11732,22836,9280,19930,10415,10868
12359,23195,13954,20745,9280,19930,10415,10868
19839,20234,19427,13599,9280,19930,10415,10868
21269,20295,24767,10776,9280,19930,10415,10776
18702,20464,23039,11790,9280,19930,10415,10776
10441,21420,17780,14245,9280,19930,10415,10776
