X,Y,Label
-486,-155,H8
695,-1472,H8
998,-2046,H8
-293,-1159,H8
-1201,145,H8
-478,-476,H8
679,-1725,H8
338,-1528,H8
-909,-387,H8
-1027,260,H8
31,-936,H8
775,-2016,H8
-226,-1389,H8
-1395,-159,H8
-893,-344,H8
378,-1614,H8
543,-1996,H8
-698,-1044,H8
-1364,61,H8
-489,-724,H8
705,-1973,H8
228,-1600,H8
-950,-440,H8
-842,29,H8
329,-1224,H8
909,-2150,H8
-233,-1406,H8
-1345,-127,H8
-735,-450,H8
518,-1717,H8
495,-1904,H8
-771,-892,H8
-1291,64,H8
-303,-910,H8
731,-2120,H8
49,-1634,H8
-1190,-376,H8
-855,-80,H8
401,-1396,H8
836,-2113,H8
-441,-1237,H8
-1433,106,H8
-652,-418,H8
625,-1709,H8
382,-1640,H8
-869,-502,H8
-1101,237,H8
-51,-930,H8
785,-2058,H8
-105,-1476,H8
-1304,-220,H8
-827,-217,H8
412,-1489,H8
651,-1982,H8
-584,-1064,H8
-1349,130,H8
-507,-558,H8
704,-1807,H8
314,-1526,H8
-888,-376,H8
-888,173,H8
242,-1072,H8
922,-2100,H8
-105,-1424,H8
-1261,-162,H8
-719,-398,H8
529,-1664,H8
627,-1962,H8
-606,-993,H8
-1192,44,H8
-257,-831,H8
869,-2076,H8
295,-1644,H8
-940,-423,H8
-737,-24,H8
475,-1312,H8
999,-2141,H8
-196,-1347,H8
-1307,-47,H8
-642,-470,H8
606,-1750,H8
469,-1810,H8
-790,-741,H8
-1183,121,H8
-167,-948,H8
777,-2121,H8
20,-1621,H8
-1219,-369,H8
-807,-159,H8
417,-1430,H8
756,-2022,H8
-475,-1138,H8
-196,-661,H8
971,-1957,H8
768,-1934,H8
-537,-831,H8
-918,1,H8
112,-1196,H8
937,-2329,H8
55,-1762,H8
-1240,-405,H8
-776,-356,H8
501,-1684,H8
771,-2190,H8
-532,-1236,H8
-1314,10,H8
-428,-722,H8
786,-1994,H8
366,-1706,H8
-869,-517,H8
-832,29,H8
355,-1232,H8
1007,-2223,H8
-47,-1528,H8
-1193,-237,H8
-634,-517,H8
601,-1779,H8
669,-2027,H8
-565,-1041,H8
-1137,-24,H8
-212,-925,H8
851,-2145,H8
275,-1714,H8
-942,-519,H8
-704,-155,H8
481,-1403,H8
979,-2205,H8
-209,-1429,H8
-1294,-169,H8
-643,-561,H8
558,-1790,H8
453,-1840,H8
-767,-811,H8
-1144,57,H8
-145,-995,H8
798,-2151,H8
73,-1665,H8
-1175,-420,H8
-781,-185,H8
456,-1468,H8
827,-2106,H8
-409,-1250,H8
-1337,31,H8
-570,-544,H8
652,-1806,H8
371,-1684,H8
-887,-539,H8
-1027,156,H8
58,-1046,H8
861,-2174,H8
-49,-1587,H8
-1268,-309,H8
-771,-364,H8
481,-1650,H8
673,-2089,H8
-573,-1149,H8
-1289,16,H8
-429,-733,H8
781,-2002,H8
348,-1675,H8
-874,-500,H8
-807,23,H8
363,-1252,H8
995,-2209,H8
-95,-1495,H8
-1243,-213,H8
-650,-522,H8
600,-1807,H8
640,-2040,H8
-610,-1031,H8
-1157,-25,H8
-200,-954,H8
856,-2158,H8
240,-1717,H8
-970,-512,H8
-709,-173,H8
483,-1421,H8
951,-2176,H8
-258,-1385,H8
-1315,-120,H8
-633,-556,H8
565,-1799,H8
423,-1822,H8
-786,-781,H8
-1137,54,H8
-118,-1023,H8
794,-2159,H8
53,-1667,H8
-1160,-431,H8
-735,-249,H8
485,-1509,H8
822,-2107,H8
-395,-1256,H8
-268,-357,H8
899,-1606,H8
1235,-2220,H8
48,-1403,H8
-895,-88,H8
-99,-684,H8
1151,-2002,H8
892,-1894,H8
-374,-756,H8
-576,9,H8
568,-1266,H8
1361,-2435,H8
464,-1832,H8
-757,-499,H8
-213,-604,H8
1035,-1913,H8
1191,-2305,H8
-22,-1378,H8
-717,-191,H8
161,-966,H8
1293,-2208,H8
875,-1855,H8
-308,-692,H8
-243,-177,H8
864,-1380,H8
1427,-2307,H8
409,-1626,H8
-695,-353,H8
-122,-651,H8
1055,-1915,H8
1070,-2113,H8
-112,-1136,H8
-649,-127,H8
262,-1029,H8
1279,-2229,H8
756,-1821,H8
-415,-635,H8
-207,-263,H8
930,-1479,H8
1381,-2249,H8
279,-1523,H8
-761,-291,H8
-124,-682,H8
1014,-1912,H8
977,-1998,H8
-193,-988,H8
-605,-98,H8
367,-1134,H8
1280,-2307,H8
638,-1848,H8
-556,-620,H8
-198,-352,H8
989,-1616,H8
1361,-2261,H8
143,-1419,H8
-838,-127,H8
-102,-660,H8
1080,-1908,H8
894,-1835,H8
-311,-746,H8
-562,15,H8
468,-1178,H8
1260,-2290,H8
456,-1756,H8
-713,-519,H8
-243,-501,H8
975,-1769,H8
1190,-2264,H8
-15,-1369,H8
-804,-107,H8
23,-799,H8
1210,-2065,H8
853,-1812,H8
-359,-639,H8
-408,-33,H8
721,-1286,H8
1367,-2327,H8
394,-1661,H8
-768,-360,H8
-219,-628,H8
1010,-1927,H8
1075,-2212,H8
-101,-1270,H8
-705,-198,H8
194,-1048,H8
1269,-2251,H8
807,-1860,H8
-341,-693,H8
-192,-276,H8
921,-1459,H8
1412,-2288,H8
339,-1570,H8
-749,-315,H8
-134,-683,H8
1045,-1937,H8
1024,-2070,H8
-170,-1074,H8
-653,-129,H8
279,-1090,H8
1253,-2272,H8
675,-1840,H8
-478,-656,H8
-186,-338,H8
934,-1533,H8
1328,-2198,H8
204,-1399,H8
-160,-521,H8
1055,-1865,H8
1162,-2246,H8
-69,-1341,H8
-809,-177,H8
25,-985,H8
1176,-2258,H8
693,-1880,H8
-521,-676,H8
-435,-176,H8
730,-1435,H8
1276,-2305,H8
188,-1586,H8
-921,-280,H8
-294,-645,H8
928,-1934,H8
884,-2074,H8
-332,-1048,H8
-802,-99,H8
185,-1111,H8
1154,-2288,H8
524,-1835,H8
-693,-595,H8
-382,-285,H8
816,-1552,H8
1216,-2240,H8
38,-1435,H8
-956,-162,H8
-227,-679,H8
974,-1939,H8
764,-1885,H8
-483,-786,H8
-740,0,H8
356,-1210,H8
1179,-2376,H8
313,-1798,H8
-954,-462,H8
-459,-467,H8
839,-1819,H8
1070,-2317,H8
-181,-1369,H8
-952,-111,H8
-77,-850,H8
1128,-2136,H8
715,-1822,H8
-511,-625,H8
-489,-68,H8
667,-1314,H8
1268,-2276,H8
226,-1580,H8
-927,-283,H8
-339,-597,H8
910,-1896,H8
931,-2108,H8
-316,-1097,H8
-855,-88,H8
122,-1051,H8
1166,-2299,H8
579,-1854,H8
-625,-632,H8
-370,-271,H8
794,-1514,H8
1232,-2273,H8
75,-1504,H8
-965,-228,H8
-277,-684,H8
