X,Y,Label
101,-482,I9
1123,-1476,I9
2043,-2803,I9
1544,-2335,I9
346,-1042,I9
520,-700,I9
1656,-1989,I9
1975,-2742,I9
903,-1873,I9
-117,-602,I9
584,-1025,I9
1678,-2302,I9
1664,-2347,I9
526,-1222,I9
121,-419,I9
1132,-1493,I9
1898,-2671,I9
1351,-2186,I9
248,-963,I9
593,-792,I9
1731,-2071,I9
1980,-2714,I9
877,-1832,I9
-98,-599,I9
667,-1108,I9
1776,-2395,I9
1709,-2364,I9
551,-1179,I9
229,-432,I9
1269,-1589,I9
1979,-2733,I9
1336,-2182,I9
203,-920,I9
641,-802,I9
1789,-2084,I9
1950,-2632,I9
797,-1679,I9
-105,-449,I9
669,-1018,I9
1725,-2286,I9
1575,-2159,I9
437,-975,I9
201,-321,I9
1260,-1565,I9
1886,-2666,I9
1151,-2053,I9
29,-788,I9
558,-847,I9
1777,-2203,I9
1913,-2686,I9
734,-1639,I9
-45,-460,I9
889,-1212,I9
2006,-2562,I9
1707,-2277,I9
507,-989,I9
461,-448,I9
1599,-1775,I9
2101,-2825,I9
1199,-2054,I9
66,-762,I9
642,-1024,I9
1812,-2368,I9
1812,-2640,I9
610,-1537,I9
-27,-528,I9
932,-1430,I9
1873,-2724,I9
1455,-2266,I9
300,-1004,I9
406,-626,I9
1534,-1889,I9
1917,-2746,I9
924,-1924,I9
46,-473,I9
1134,-1632,I9
1870,-2821,I9
1237,-2269,I9
54,-970,I9
477,-813,I9
1715,-2170,I9
1921,-2739,I9
719,-1740,I9
-192,-437,I9
657,-1065,I9
1783,-2400,I9
1589,-2246,I9
347,-978,I9
144,-315,I9
1294,-1619,I9
1896,-2739,I9
1093,-2076,I9
-37,-792,I9
500,-923,I9
1716,-2267,I9
1784,-2677,I9
605,-1628,I9
-98,-517,I9
847,-1301,I9
1898,-2619,I9
1574,-2286,I9
418,-1027,I9
405,-537,I9
1535,-1814,I9
1996,-2822,I9
1093,-2065,I9
-1,-819,I9
601,-1076,I9
1760,-2377,I9
1760,-2625,I9
605,-1549,I9
-5,-562,I9
1011,-1482,I9
1955,-2782,I9
1528,-2318,I9
374,-1063,I9
497,-669,I9
1627,-1929,I9
1998,-2798,I9
993,-1981,I9
-37,-717,I9
639,-1070,I9
1730,-2338,I9
1730,-2465,I9
569,-1351,I9
72,-460,I9
1103,-1473,I9
1947,-2730,I9
1431,-2230,I9
286,-948,I9
532,-683,I9
1693,-1983,I9
1988,-2718,I9
882,-1811,I9
-120,-544,I9
642,-1014,I9
1755,-2327,I9
1710,-2318,I9
527,-1150,I9
184,-380,I9
1246,-1522,I9
53,-726,I9
644,-986,I9
1899,-2431,I9
1908,-2703,I9
676,-1587,I9
43,-547,I9
1064,-1502,I9
2010,-2828,I9
1558,-2370,I9
348,-1065,I9
450,-668,I9
1637,-1978,I9
1999,-2806,I9
958,-1950,I9
-86,-657,I9
632,-1072,I9
1761,-2385,I9
1761,-2462,I9
567,-1287,I9
137,-431,I9
1219,-1521,I9
2018,-2766,I9
1445,-2241,I9
288,-951,I9
616,-743,I9
1802,-2071,I9
2036,-2719,I9
873,-1767,I9
-76,-492,I9
749,-1052,I9
1876,-2383,I9
1730,-2294,I9
528,-1058,I9
240,-348,I9
1353,-1581,I9
2007,-2732,I9
1290,-2126,I9
141,-833,I9
641,-827,I9
1807,-2155,I9
1924,-2647,I9
765,-1631,I9
-33,-450,I9
878,-1169,I9
1987,-2507,I9
1720,-2250,I9
533,-983,I9
448,-421,I9
1588,-1759,I9
2128,-2853,I9
1246,-2094,I9
105,-779,I9
697,-995,I9
1884,-2355,I9
1885,-2663,I9
673,-1546,I9
27,-504,I9
1034,-1433,I9
1989,-2767,I9
1571,-2313,I9
377,-1023,I9
486,-629,I9
1652,-1956,I9
2038,-2834,I9
1010,-1979,I9
-35,-702,I9
651,-1080,I9
1781,-2384,I9
1781,-2489,I9
586,-1325,I9
118,-461,I9
1171,-1499,I9
1988,-2752,I9
1455,-2242,I9
305,-961,I9
598,-718,I9
1765,-2031,I9
2026,-2727,I9
881,-1784,I9
-110,-513,I9
672,-1031,I9
1796,-2374,I9
1701,-2324,I9
485,-1098,I9
165,-355,I9
1260,-1550,I9
1956,-2737,I9
1255,-2138,I9
116,-853,I9
571,-778,I9
1770,-2112,I9
1929,-2653,I9
747,-1648,I9
-90,-426,I9
792,-1115,I9
1904,-2449,I9
1679,-2239,I9
501,-984,I9
367,-386,I9
1512,-1699,I9
2075,-2811,I9
1261,-2107,I9
137,-829,I9
674,-977,I9
1858,-2291,I9
1884,-2662,I9
727,-1608,I9
33,-532,I9
980,-1360,I9
1985,-2693,I9
1619,-2297,I9
425,-1008,I9
465,-545,I9
1638,-1872,I9
2068,-2841,I9
1117,-2027,I9
0,-718,I9
693,-1065,I9
1866,-2422,I9
1866,-2598,I9
674,-1442,I9
134,-513,I9
1179,-1522,I9
2056,-2817,I9
1547,-2305,I9
358,-1000,I9
581,-696,I9
1714,-1991,I9
2012,-2733,I9
1562,-2317,I9
359,-1050,I9
450,-643,I9
1619,-1971,I9
2001,-2821,I9
988,-1982,I9
-68,-691,I9
624,-1088,I9
1736,-2378,I9
1736,-2459,I9
554,-1315,I9
92,-464,I9
1149,-1532,I9
1973,-2780,I9
1407,-2260,I9
240,-968,I9
557,-740,I9
1742,-2056,I9
1992,-2731,I9
845,-1800,I9
-128,-522,I9
674,-1053,I9
1791,-2377,I9
1670,-2308,I9
486,-1088,I9
193,-364,I9
1287,-1577,I9
1969,-2745,I9
1282,-2148,I9
122,-848,I9
590,-796,I9
1787,-2134,I9
1932,-2656,I9
747,-1636,I9
-96,-425,I9
786,-1109,I9
1901,-2440,I9
1644,-2208,I9
431,-935,I9
331,-355,I9
1493,-1678,I9
2037,-2784,I9
1169,-2058,I9
65,-775,I9
641,-976,I9
1837,-2345,I9
1868,-2689,I9
667,-1580,I9
6,-528,I9
1030,-1447,I9
2015,-2815,I9
1588,-2360,I9
384,-1035,I9
477,-600,I9
1664,-1935,I9
2058,-2840,I9
1041,-1970,I9
-19,-687,I9
667,-1049,I9
1763,-2343,I9
1763,-2451,I9
597,-1313,I9
122,-448,I9
1125,-1464,I9
1955,-2702,I9
1442,-2206,I9
309,-959,I9
557,-703,I9
1708,-1993,I9
1996,-2717,I9
900,-1827,I9
-102,-585,I9
642,-1042,I9
1740,-2335,I9
1701,-2339,I9
511,-1163,I9
158,-391,I9
1224,-1524,I9
1948,-2707,I9
1315,-2151,I9
171,-871,I9
579,-731,I9
1750,-2054,I9
1966,-2656,I9
797,-1689,I9
-108,-425,I9
706,-1002,I9
1802,-2303,I9
1646,-2182,I9
493,-976,I9
255,-317,I9
1368,-1578,I9
1999,-2703,I9
1251,-2079,I9
123,-806,I9
642,-864,I9
1825,-2214,I9
649,-1562,I9
35,-554,I9
1042,-1503,I9
1974,-2818,I9
1504,-2336,I9
321,-1043,I9
462,-674,I9
1640,-1980,I9
1992,-2805,I9
939,-1934,I9
-124,-618,I9
569,-1020,I9
1688,-2331,I9
1688,-2409,I9
515,-1262,I9
72,-424,I9
1134,-1504,I9
1930,-2736,I9
1349,-2206,I9
190,-915,I9
530,-729,I9
1742,-2065,I9
1998,-2726,I9
819,-1754,I9
-153,-445,I9
670,-998,I9
1817,-2351,I9
1661,-2250,I9
459,-1010,I9
205,-313,I9
1320,-1563,I9
1974,-2727,I9
1247,-2098,I9
84,-801,I9
589,-844,I9
1813,-2221,I9
1917,-2703,I9
707,-1650,I9
-93,-479,I9
822,-1222,I9
1932,-2574,I9
1647,-2293,I9
418,-1008,I9
346,-462,I9
1491,-1754,I9
1983,-2808,I9
1093,-2059,I9
27,-791,I9
620,-1030,I9
1784,-2369,I9
1784,-2653,I9
598,-1552,I9
-17,-545,I9
990,-1447,I9
1956,-2796,I9
1524,-2328,I9
326,-1016,I9
444,-620,I9
1633,-1946,I9
2018,-2824,I9
982,-1954,I9
-100,-648,I9
628,-1034,I9
1776,-2374,I9
1776,-2467,I9
583,-1307,I9
133,-454,I9
1187,-1526,I9
1991,-2764,I9
1411,-2226,I9
256,-929,I9
576,-715,I9
1740,-2059,I9
1999,-2730,I9
845,-1769,I9
-132,-477,I9
655,-1011,I9
1760,-2327,I9
1653,-2263,I9
490,-1059,I9
199,-341,I9
1266,-1536,I9
1944,-2668,I9
1245,-2083,I9
113,-813,I9
600,-757,I9
742,-1466,I9
10,-368,I9
1001,-1265,I9
2036,-2659,I9
1617,-2296,I9
387,-1040,I9
428,-589,I9
1605,-1911,I9
2010,-2810,I9
1011,-1995,I9
-59,-716,I9
605,-1088,I9
1748,-2416,I9
1748,-2554,I9
550,-1407,I9
65,-496,I9
1137,-1561,I9
1980,-2825,I9
1429,-2299,I9
220,-997,I9
524,-729,I9
1714,-2066,I9
1988,-2759,I9
846,-1823,I9
-142,-521,I9
641,-1040,I9
1757,-2350,I9
1669,-2315,I9
485,-1130,I9
203,-388,I9
1260,-1563,I9
1954,-2715,I9
1296,-2146,I9
167,-882,I9
609,-801,I9
1770,-2107,I9
1937,-2649,I9
775,-1663,I9
-93,-420,I9
759,-1058,I9
1863,-2382,I9
1660,-2206,I9
465,-977,I9
285,-356,I9
1411,-1656,I9
2007,-2778,I9
1211,-2098,I9
91,-820,I9
643,-965,I9
1834,-2327,I9
1898,-2734,I9
675,-1648,I9
-42,-528,I9
917,-1344,I9
1955,-2696,I9
1589,-2320,I9
371,-1032,I9
377,-538,I9
1536,-1847,I9
1981,-2838,I9
1036,-2036,I9
-33,-779,I9
600,-1074,I9
1747,-2381,I9
1747,-2594,I9
588,-1502,I9
36,-553,I9
1030,-1512,I9
1923,-2801,I9
1470,-2312,I9
315,-1043,I9
519,-701,I9
1664,-1992,I9
