X,Y,Label
686,677,C11
-172,1853,C11
144,1743,C11
1280,554,C11
1442,407,C11
193,1203,C11
-112,2100,C11
553,1185,C11
1655,308,C11
859,636,C11
-150,1743,C11
98,1866,C11
1128,649,C11
1492,368,C11
299,1045,C11
-131,2092,C11
373,1323,C11
1476,313,C11
851,601,C11
-224,1650,C11
-63,2011,C11
889,795,C11
1464,372,C11
311,917,C11
-292,2014,C11
88,1403,C11
1270,331,C11
981,496,C11
-141,1466,C11
-142,2035,C11
701,900,C11
1484,317,C11
489,760,C11
-257,1915,C11
90,1617,C11
1282,513,C11
1262,499,C11
102,1354,C11
-125,2126,C11
600,1133,C11
1623,359,C11
787,707,C11
-177,1820,C11
112,1816,C11
1195,642,C11
1386,282,C11
182,1134,C11
-89,2021,C11
625,1030,C11
1630,226,C11
780,589,C11
-193,1726,C11
108,1762,C11
1178,585,C11
1445,354,C11
226,1090,C11
-181,2108,C11
414,1266,C11
1498,288,C11
834,596,C11
-206,1647,C11
22,1930,C11
990,666,C11
1484,279,C11
307,897,C11
-168,1972,C11
302,1267,C11
1419,194,C11
1001,439,C11
-101,1434,C11
-65,1954,C11
823,734,C11
1527,227,C11
448,727,C11
-217,1839,C11
128,1400,C11
1270,307,C11
1163,374,C11
21,1261,C11
-123,1954,C11
676,870,C11
1601,188,C11
667,589,C11
-189,1730,C11
127,1602,C11
1251,456,C11
1384,321,C11
166,1120,C11
-139,2043,C11
539,1133,C11
1629,250,C11
836,607,C11
-177,1724,C11
94,1871,C11
1125,651,C11
1496,358,C11
273,1080,C11
-164,2146,C11
355,1334,C11
1461,306,C11
849,600,C11
-212,1651,C11
-34,2036,C11
903,792,C11
1488,353,C11
328,889,C11
-212,1975,C11
221,1340,C11
1397,275,C11
1091,459,C11
-23,1412,C11
-67,1981,C11
787,791,C11
1563,216,C11
554,665,C11
-176,1830,C11
158,1493,C11
1305,387,C11
1263,388,C11
83,1247,C11
-128,2025,C11
654,983,C11
1637,252,C11
765,623,C11
-186,1778,C11
97,1727,C11
1197,551,C11
1405,366,C11
189,1142,C11
-139,2107,C11
506,1200,C11
1600,258,C11
846,572,C11
-173,1676,C11
92,1883,C11
1102,637,C11
1513,303,C11
315,959,C11
-150,2004,C11
330,1236,C11
156,1199,C11
-113,2057,C11
564,1091,C11
1619,275,C11
827,605,C11
-151,1730,C11
129,1796,C11
1156,640,C11
1468,365,C11
270,1025,C11
-122,2039,C11
386,1264,C11
1446,303,C11
861,574,C11
-159,1581,C11
8,1950,C11
911,747,C11
1501,300,C11
370,842,C11
-199,1935,C11
190,1321,C11
1365,250,C11
1120,388,C11
-11,1352,C11
-63,1959,C11
